Temperature,pH,Time
25.81,6.74,9/30/2024 17:34
25.81,6.74,9/30/2024 17:35
25.81,6.77,9/30/2024 17:36
25.81,6.75,9/30/2024 17:37
25.75,6.77,9/30/2024 17:38
25.75,6.74,9/30/2024 17:39
25.75,6.75,9/30/2024 17:40
25.75,6.75,9/30/2024 17:41
25.81,6.75,9/30/2024 17:42
25.75,6.74,9/30/2024 17:42
25.81,6.75,9/30/2024 17:43
25.75,6.76,9/30/2024 17:44
25.75,6.75,9/30/2024 17:45
25.75,6.74,9/30/2024 17:46
25.75,6.74,9/30/2024 17:47
25.75,6.73,9/30/2024 17:48
25.75,6.73,9/30/2024 17:49
25.75,6.73,9/30/2024 17:50
25.75,6.74,9/30/2024 17:50
25.75,6.75,9/30/2024 17:51
25.75,6.76,9/30/2024 17:52
25.75,6.76,9/30/2024 17:53
25.75,6.75,9/30/2024 17:54
25.75,6.76,9/30/2024 17:55
25.69,6.76,9/30/2024 17:56
25.69,6.75,9/30/2024 17:57
25.75,6.74,9/30/2024 17:58
25.69,6.76,9/30/2024 17:58
25.69,6.75,9/30/2024 17:59
25.75,6.74,9/30/2024 18:00
25.69,6.75,9/30/2024 18:01
25.69,6.74,9/30/2024 18:02
25.75,6.74,9/30/2024 18:03
25.75,6.74,9/30/2024 18:04
25.69,6.73,9/30/2024 18:05
25.69,6.74,9/30/2024 18:06
25.69,6.76,9/30/2024 18:06
25.75,6.75,9/30/2024 18:07
25.69,6.74,9/30/2024 18:08
25.69,6.75,9/30/2024 18:09
25.75,6.75,9/30/2024 18:10
25.69,6.74,9/30/2024 18:11
25.69,6.75,9/30/2024 18:12
25.63,6.74,9/30/2024 18:13
25.63,6.75,9/30/2024 18:14
25.63,6.75,9/30/2024 18:15
25.69,6.73,9/30/2024 18:15
25.63,6.75,9/30/2024 18:16
25.63,6.76,9/30/2024 18:17
25.69,6.75,9/30/2024 18:18
25.69,6.75,9/30/2024 18:19
25.69,6.75,9/30/2024 18:20
25.69,6.75,9/30/2024 18:21
25.63,6.74,9/30/2024 18:22
25.69,6.76,9/30/2024 18:23
25.63,6.75,9/30/2024 18:23
25.63,6.74,9/30/2024 18:24
25.63,6.75,9/30/2024 18:25
25.63,6.74,9/30/2024 18:26
25.63,6.75,9/30/2024 18:27
25.63,6.73,9/30/2024 18:28
25.63,6.74,9/30/2024 18:29
25.63,6.73,9/30/2024 18:30
25.63,6.71,9/30/2024 18:30
25.63,6.74,9/30/2024 18:31
25.63,6.73,9/30/2024 18:32
25.56,6.75,9/30/2024 18:33
25.63,6.75,9/30/2024 18:34
25.63,6.74,9/30/2024 18:35
25.56,6.76,9/30/2024 18:36
25.63,6.73,9/30/2024 18:37
25.63,6.76,9/30/2024 18:38
25.63,6.74,9/30/2024 18:39
25.63,6.74,9/30/2024 18:39
25.56,6.74,9/30/2024 18:40
25.63,6.74,9/30/2024 18:41
25.63,6.74,9/30/2024 18:42
25.56,6.73,9/30/2024 18:43
25.56,6.73,9/30/2024 18:44
25.56,6.73,9/30/2024 18:45
25.56,6.75,9/30/2024 18:46
25.56,6.74,9/30/2024 18:47
25.63,6.72,9/30/2024 18:47
25.56,6.74,9/30/2024 18:48
25.56,6.74,9/30/2024 18:49
25.56,6.75,9/30/2024 18:50
25.56,6.75,9/30/2024 18:51
25.56,6.73,9/30/2024 18:52
25.56,6.75,9/30/2024 18:53
25.56,6.73,9/30/2024 18:54
25.56,6.73,9/30/2024 18:55
25.56,6.75,9/30/2024 18:56
25.56,6.76,9/30/2024 18:56
25.56,6.76,9/30/2024 18:57
25.56,6.75,9/30/2024 18:58
25.56,6.74,9/30/2024 18:59
25.5,6.73,9/30/2024 19:00
25.56,6.71,9/30/2024 19:01
25.5,6.76,9/30/2024 19:02
25.5,6.74,9/30/2024 19:03
25.56,6.74,9/30/2024 19:03
25.5,6.73,9/30/2024 19:04
25.56,6.71,9/30/2024 19:05
25.56,6.76,9/30/2024 19:06
25.5,6.75,9/30/2024 19:07
25.5,6.73,9/30/2024 19:08
25.5,6.75,9/30/2024 19:09
25.56,6.73,9/30/2024 19:10
25.5,6.73,9/30/2024 19:11
25.5,6.74,9/30/2024 19:11
25.5,6.74,9/30/2024 19:12
25.5,6.73,9/30/2024 19:13
25.5,6.73,9/30/2024 19:14
25.5,6.74,9/30/2024 19:15
25.5,6.73,9/30/2024 19:16
25.56,6.73,9/30/2024 19:17
25.5,6.74,9/30/2024 19:18
25.5,6.73,9/30/2024 19:19
25.5,6.74,9/30/2024 19:19
25.5,6.75,9/30/2024 19:20
25.5,6.74,9/30/2024 19:21
25.5,6.74,9/30/2024 19:22
25.5,6.73,9/30/2024 19:23
25.5,6.73,9/30/2024 19:24
25.5,6.73,9/30/2024 19:25
25.44,6.75,9/30/2024 19:26
25.5,6.74,9/30/2024 19:27
25.5,6.73,9/30/2024 19:27
25.5,6.73,9/30/2024 19:28
25.5,6.75,9/30/2024 19:29
25.5,6.74,9/30/2024 19:30
25.5,6.77,9/30/2024 19:31
25.5,6.72,9/30/2024 19:32
25.44,6.73,9/30/2024 19:33
25.44,6.73,9/30/2024 19:34
25.44,6.74,9/30/2024 19:34
25.5,6.74,9/30/2024 19:35
25.44,6.74,9/30/2024 19:36
25.5,6.74,9/30/2024 19:37
25.5,6.73,9/30/2024 19:38
25.44,6.74,9/30/2024 19:39
25.44,6.74,9/30/2024 19:40
25.5,6.73,9/30/2024 19:41
25.44,6.71,9/30/2024 19:42
25.44,6.75,9/30/2024 19:42
25.44,6.76,9/30/2024 19:43
25.44,6.71,9/30/2024 19:44
25.44,6.75,9/30/2024 19:45
25.38,6.75,9/30/2024 19:46
25.44,6.71,9/30/2024 19:47
25.44,6.73,9/30/2024 19:48
25.44,6.73,9/30/2024 19:49
25.44,6.73,9/30/2024 19:50
25.38,6.75,9/30/2024 19:50
25.44,6.74,9/30/2024 19:51
25.38,6.7,9/30/2024 19:52
25.44,6.73,9/30/2024 19:53
25.38,6.68,9/30/2024 19:54
25.38,6.71,9/30/2024 19:55
25.44,6.74,9/30/2024 19:56
25.38,6.74,9/30/2024 19:57
25.38,6.74,9/30/2024 19:58
25.38,6.74,9/30/2024 19:58
25.38,6.73,9/30/2024 19:59
25.38,6.66,9/30/2024 20:00
25.38,6.71,9/30/2024 20:01
25.38,6.74,9/30/2024 20:02
25.38,6.73,9/30/2024 20:03
25.31,6.75,9/30/2024 20:04
25.38,6.73,9/30/2024 20:05
25.38,6.73,9/30/2024 20:06
25.38,6.73,9/30/2024 20:07
25.38,6.74,9/30/2024 20:07
25.38,6.71,9/30/2024 20:08
25.31,6.73,9/30/2024 20:09
25.38,6.73,9/30/2024 20:10
25.31,6.73,9/30/2024 20:11
25.31,6.75,9/30/2024 20:12
25.31,6.7,9/30/2024 20:13
25.31,6.74,9/30/2024 20:14
25.38,6.74,9/30/2024 20:15
25.38,6.73,9/30/2024 20:15
25.38,6.71,9/30/2024 20:16
25.38,6.71,9/30/2024 20:17
25.38,6.74,9/30/2024 20:18
25.31,6.73,9/30/2024 20:19
25.38,6.73,9/30/2024 20:20
25.31,6.72,9/30/2024 20:21
25.31,6.73,9/30/2024 20:22
25.31,6.74,9/30/2024 20:23
25.31,6.74,9/30/2024 20:24
25.31,6.74,9/30/2024 20:24
25.31,6.71,9/30/2024 20:25
25.31,6.71,9/30/2024 20:26
25.38,6.73,9/30/2024 20:27
25.31,6.72,9/30/2024 20:28
25.31,6.74,9/30/2024 20:29
25.31,6.73,9/30/2024 20:30
25.31,6.73,9/30/2024 20:31
25.31,6.75,9/30/2024 20:32
25.25,6.74,9/30/2024 20:33
25.31,6.74,9/30/2024 20:33
25.31,6.71,9/30/2024 20:34
25.31,6.71,9/30/2024 20:35
25.31,6.72,9/30/2024 20:36
25.31,6.73,9/30/2024 20:37
25.31,6.72,9/30/2024 20:38
25.25,6.71,9/30/2024 20:39
25.25,6.73,9/30/2024 20:40
25.25,6.74,9/30/2024 20:41
25.31,6.71,9/30/2024 20:41
25.25,6.71,9/30/2024 20:42
25.25,6.73,9/30/2024 20:43
25.31,6.71,9/30/2024 20:44
25.25,6.74,9/30/2024 20:45
25.25,6.74,9/30/2024 20:46
25.25,6.71,9/30/2024 20:47
25.31,6.71,9/30/2024 20:48
25.25,6.73,9/30/2024 20:49
25.31,6.72,9/30/2024 20:50
25.25,6.71,9/30/2024 20:50
25.25,6.74,9/30/2024 20:51
25.31,6.71,9/30/2024 20:52
25.25,6.7,9/30/2024 20:53
25.25,6.74,9/30/2024 20:54
25.19,6.71,9/30/2024 20:55
25.25,6.71,9/30/2024 20:56
25.25,6.73,9/30/2024 20:57
25.25,6.73,9/30/2024 20:58
25.31,6.74,9/30/2024 20:58
25.25,6.71,9/30/2024 20:59
25.25,6.71,9/30/2024 21:00
25.25,6.73,9/30/2024 21:01
25.25,6.73,9/30/2024 21:02
25.25,6.71,9/30/2024 21:03
25.19,6.73,9/30/2024 21:04
25.25,6.71,9/30/2024 21:05
25.25,6.73,9/30/2024 21:06
25.19,6.73,9/30/2024 21:06
25.25,6.71,9/30/2024 21:07
25.25,6.7,9/30/2024 21:08
25.25,6.74,9/30/2024 21:09
25.19,6.71,9/30/2024 21:10
25.19,6.71,9/30/2024 21:11
25.19,6.73,9/30/2024 21:12
25.19,6.74,9/30/2024 21:13
25.19,6.71,9/30/2024 21:13
25.19,6.7,9/30/2024 21:14
25.19,6.72,9/30/2024 21:15
25.13,6.74,9/30/2024 21:16
25.19,6.72,9/30/2024 21:17
25.19,6.71,9/30/2024 21:18
25.19,6.7,9/30/2024 21:19
25.19,6.71,9/30/2024 21:20
25.19,6.73,9/30/2024 21:21
25.25,6.71,9/30/2024 21:21
25.19,6.74,9/30/2024 21:22
25.19,6.73,9/30/2024 21:23
25.13,6.73,9/30/2024 21:24
25.13,6.71,9/30/2024 21:25
25.13,6.74,9/30/2024 21:26
25.13,6.71,9/30/2024 21:27
25.13,6.7,9/30/2024 21:28
25.13,6.71,9/30/2024 21:28
25.13,6.73,9/30/2024 21:29
25.19,6.74,9/30/2024 21:30
25.19,6.73,9/30/2024 21:31
25.13,6.73,9/30/2024 21:32
25.19,6.73,9/30/2024 21:33
25.13,6.71,9/30/2024 21:34
25.19,6.73,9/30/2024 21:35
25.13,6.75,9/30/2024 21:36
25.19,6.73,9/30/2024 21:36
25.13,6.72,9/30/2024 21:37
25.13,6.71,9/30/2024 21:38
25.13,6.7,9/30/2024 21:39
25.13,6.68,9/30/2024 21:40
25.13,6.73,9/30/2024 21:41
25.13,6.71,9/30/2024 21:42
25.19,6.71,9/30/2024 21:43
25.13,6.73,9/30/2024 21:44
25.13,6.73,9/30/2024 21:44
25.13,6.73,9/30/2024 21:45
25.13,6.73,9/30/2024 21:46
25.13,6.7,9/30/2024 21:47
25.13,6.68,9/30/2024 21:48
25.13,6.73,9/30/2024 21:49
25.13,6.74,9/30/2024 21:50
25.13,6.68,9/30/2024 21:51
25.13,6.68,9/30/2024 21:51
25.13,6.68,9/30/2024 21:52
25.13,6.68,9/30/2024 21:53
25.13,6.7,9/30/2024 21:54
25.13,6.71,9/30/2024 21:55
25.13,6.7,9/30/2024 21:56
25.13,6.74,9/30/2024 21:57
25.06,6.66,9/30/2024 21:58
25.06,6.68,9/30/2024 21:59
25.13,6.73,9/30/2024 21:59
25.13,6.73,9/30/2024 22:00
25.06,6.71,9/30/2024 22:01
25.13,6.72,9/30/2024 22:02
25.06,6.7,9/30/2024 22:03
25.06,6.71,9/30/2024 22:04
25.06,6.71,9/30/2024 22:05
25.06,6.72,9/30/2024 22:06
25.06,6.71,9/30/2024 22:07
25.06,6.71,9/30/2024 22:07
25,6.72,9/30/2024 22:08
25.06,6.7,9/30/2024 22:09
25.06,6.73,9/30/2024 22:10
25.06,6.71,9/30/2024 22:11
25.06,6.7,9/30/2024 22:12
25.06,6.73,9/30/2024 22:13
25.06,6.71,9/30/2024 22:14
25.06,6.71,9/30/2024 22:15
25.06,6.7,9/30/2024 22:15
25,6.67,9/30/2024 22:16
25.06,6.71,9/30/2024 22:17
25,6.72,9/30/2024 22:18
25,6.73,9/30/2024 22:19
25,6.7,9/30/2024 22:20
25,6.71,9/30/2024 22:21
25,6.7,9/30/2024 22:22
25,6.71,9/30/2024 22:23
25,6.65,9/30/2024 22:23
25,6.71,9/30/2024 22:24
25,6.7,9/30/2024 22:25
25.06,6.7,9/30/2024 22:26
25,6.71,9/30/2024 22:27
25,6.71,9/30/2024 22:28
25,6.7,9/30/2024 22:29
25,6.71,9/30/2024 22:30
25,6.71,9/30/2024 22:30
25,6.71,9/30/2024 22:31
24.94,6.73,9/30/2024 22:32
25,6.7,9/30/2024 22:33
25,6.73,9/30/2024 22:34
25,6.7,9/30/2024 22:35
25.06,6.72,9/30/2024 22:36
25,6.73,9/30/2024 22:37
25,6.72,9/30/2024 22:38
25,6.71,9/30/2024 22:38
25,6.72,9/30/2024 22:39
25,6.71,9/30/2024 22:40
25,6.7,9/30/2024 22:41
24.94,6.74,9/30/2024 22:42
25,6.71,9/30/2024 22:43
25,6.7,9/30/2024 22:44
25,6.73,9/30/2024 22:45
25,6.7,9/30/2024 22:46
24.94,6.71,9/30/2024 22:46
25,6.71,9/30/2024 22:47
24.94,6.71,9/30/2024 22:48
24.94,6.71,9/30/2024 22:49
24.94,6.71,9/30/2024 22:50
24.94,6.71,9/30/2024 22:51
24.94,6.68,9/30/2024 22:52
24.94,6.68,9/30/2024 22:53
24.94,6.68,9/30/2024 22:53
24.94,6.71,9/30/2024 22:54
24.94,6.7,9/30/2024 22:55
24.94,6.7,9/30/2024 22:56
24.94,6.68,9/30/2024 22:57
24.94,6.71,9/30/2024 22:58
25,6.71,9/30/2024 22:59
24.94,6.67,9/30/2024 23:00
24.94,6.67,9/30/2024 23:01
24.88,6.68,9/30/2024 23:01
24.94,6.68,9/30/2024 23:02
24.94,6.67,9/30/2024 23:03
24.94,6.7,9/30/2024 23:04
24.94,6.7,9/30/2024 23:05
24.94,6.7,9/30/2024 23:06
24.88,6.68,9/30/2024 23:07
24.94,6.68,9/30/2024 23:08
24.94,6.68,9/30/2024 23:08
24.94,6.71,9/30/2024 23:09
24.88,6.71,9/30/2024 23:10
24.94,6.66,9/30/2024 23:11
24.88,6.66,9/30/2024 23:12
24.94,6.68,9/30/2024 23:13
24.88,6.67,9/30/2024 23:14
24.88,6.7,9/30/2024 23:15
24.94,6.68,9/30/2024 23:16
24.88,6.68,9/30/2024 23:16
24.88,6.71,9/30/2024 23:17
24.94,6.68,9/30/2024 23:18
24.94,6.7,9/30/2024 23:19
24.88,6.66,9/30/2024 23:20
24.88,6.7,9/30/2024 23:21
24.88,6.71,9/30/2024 23:22
24.88,6.71,9/30/2024 23:23
24.88,6.7,9/30/2024 23:23
24.81,6.7,9/30/2024 23:24
24.88,6.71,9/30/2024 23:25
24.88,6.7,9/30/2024 23:26
24.88,6.7,9/30/2024 23:27
24.81,6.67,9/30/2024 23:28
24.81,6.71,9/30/2024 23:29
24.88,6.7,9/30/2024 23:30
24.81,6.68,9/30/2024 23:30
24.81,6.7,9/30/2024 23:31
24.88,6.73,9/30/2024 23:32
24.88,6.7,9/30/2024 23:33
24.81,6.71,9/30/2024 23:34
24.81,6.7,9/30/2024 23:35
24.81,6.71,9/30/2024 23:36
24.81,6.71,9/30/2024 23:37
24.75,6.68,9/30/2024 23:38
24.81,6.71,9/30/2024 23:38
24.75,6.71,9/30/2024 23:39
24.81,6.7,9/30/2024 23:40
24.75,6.7,9/30/2024 23:41
24.81,6.66,9/30/2024 23:42
24.81,6.73,9/30/2024 23:43
24.81,6.71,9/30/2024 23:44
24.81,6.68,9/30/2024 23:45
24.75,6.7,9/30/2024 23:45
24.81,6.71,9/30/2024 23:46
24.81,6.71,9/30/2024 23:47
24.81,6.7,9/30/2024 23:48
24.81,6.68,9/30/2024 23:49
24.81,6.7,9/30/2024 23:50
24.75,6.73,9/30/2024 23:51
24.81,6.71,9/30/2024 23:52
24.81,6.71,9/30/2024 23:52
24.81,6.68,9/30/2024 23:53
24.81,6.71,9/30/2024 23:54
24.81,6.7,9/30/2024 23:55
24.81,6.68,9/30/2024 23:56
24.81,6.68,9/30/2024 23:57
24.75,6.68,9/30/2024 23:58
24.75,6.68,9/30/2024 23:59
24.75,6.68,10/1/2024 0:01
24.81,6.66,10/1/2024 0:02
24.75,6.67,10/1/2024 0:03
24.75,6.7,10/1/2024 0:04
24.81,6.7,10/1/2024 0:04
24.75,6.68,10/1/2024 0:05
24.81,6.7,10/1/2024 0:06
24.75,6.7,10/1/2024 0:07
24.81,6.71,10/1/2024 0:08
24.75,6.68,10/1/2024 0:09
24.75,6.68,10/1/2024 0:10
24.75,6.71,10/1/2024 0:11
24.75,6.71,10/1/2024 0:11
24.81,6.7,10/1/2024 0:12
24.75,6.7,10/1/2024 0:13
24.81,6.68,10/1/2024 0:14
24.75,6.68,10/1/2024 0:15
24.81,6.71,10/1/2024 0:16
24.75,6.68,10/1/2024 0:17
24.75,6.68,10/1/2024 0:18
24.75,6.71,10/1/2024 0:19
24.75,6.71,10/1/2024 0:19
24.75,6.7,10/1/2024 0:20
24.75,6.7,10/1/2024 0:21
24.81,6.67,10/1/2024 0:22
24.75,6.7,10/1/2024 0:23
24.75,6.68,10/1/2024 0:24
24.75,6.7,10/1/2024 0:25
24.75,6.7,10/1/2024 0:26
24.75,6.7,10/1/2024 0:26
24.75,6.68,10/1/2024 0:27
24.69,6.73,10/1/2024 0:28
24.75,6.71,10/1/2024 0:29
24.75,6.7,10/1/2024 0:30
24.75,6.73,10/1/2024 0:31
24.75,6.71,10/1/2024 0:32
24.75,6.71,10/1/2024 0:33
24.75,6.68,10/1/2024 0:33
24.75,6.7,10/1/2024 0:34
24.75,6.7,10/1/2024 0:35
24.75,6.68,10/1/2024 0:36
24.75,6.68,10/1/2024 0:37
24.75,6.7,10/1/2024 0:38
24.75,6.71,10/1/2024 0:39
24.75,6.68,10/1/2024 0:40
24.75,6.7,10/1/2024 0:41
24.75,6.73,10/1/2024 0:41
24.75,6.7,10/1/2024 0:42
24.75,6.7,10/1/2024 0:43
24.75,6.68,10/1/2024 0:44
24.69,6.68,10/1/2024 0:45
24.75,6.7,10/1/2024 0:46
24.75,6.7,10/1/2024 0:47
24.75,6.7,10/1/2024 0:48
24.75,6.67,10/1/2024 0:49
24.75,6.68,10/1/2024 0:49
24.75,6.68,10/1/2024 0:50
24.75,6.68,10/1/2024 0:51
24.69,6.67,10/1/2024 0:52
24.75,6.7,10/1/2024 0:53
24.69,6.68,10/1/2024 0:54
24.75,6.68,10/1/2024 0:55
24.75,6.71,10/1/2024 0:56
24.69,6.71,10/1/2024 0:56
24.69,6.7,10/1/2024 0:57
24.69,6.7,10/1/2024 0:58
24.69,6.7,10/1/2024 0:59
24.69,6.7,10/1/2024 1:00
24.69,6.68,10/1/2024 1:01
24.69,6.7,10/1/2024 1:02
24.69,6.68,10/1/2024 1:03
24.69,6.7,10/1/2024 1:04
24.63,6.7,10/1/2024 1:04
24.69,6.68,10/1/2024 1:05
24.69,6.7,10/1/2024 1:06
24.63,6.67,10/1/2024 1:07
24.69,6.71,10/1/2024 1:08
24.69,6.68,10/1/2024 1:09
24.69,6.7,10/1/2024 1:10
24.69,6.7,10/1/2024 1:11
24.69,6.68,10/1/2024 1:11
24.63,6.68,10/1/2024 1:12
24.69,6.68,10/1/2024 1:13
24.69,6.7,10/1/2024 1:14
24.69,6.7,10/1/2024 1:15
24.69,6.7,10/1/2024 1:16
24.69,6.7,10/1/2024 1:17
24.69,6.68,10/1/2024 1:18
24.63,6.68,10/1/2024 1:18
24.69,6.7,10/1/2024 1:19
24.69,6.7,10/1/2024 1:20
24.63,6.68,10/1/2024 1:21
24.63,6.68,10/1/2024 1:22
24.63,6.68,10/1/2024 1:23
24.63,6.7,10/1/2024 1:24
24.63,6.7,10/1/2024 1:25
24.63,6.68,10/1/2024 1:25
24.63,6.68,10/1/2024 1:26
24.69,6.71,10/1/2024 1:27
24.63,6.68,10/1/2024 1:28
24.63,6.68,10/1/2024 1:29
24.63,6.68,10/1/2024 1:30
24.63,6.68,10/1/2024 1:31
24.63,6.71,10/1/2024 1:32
24.63,6.68,10/1/2024 1:33
24.63,6.68,10/1/2024 1:33
24.63,6.68,10/1/2024 1:34
24.63,6.7,10/1/2024 1:35
24.63,6.7,10/1/2024 1:36
24.63,6.71,10/1/2024 1:37
24.63,6.68,10/1/2024 1:38
24.56,6.68,10/1/2024 1:39
24.63,6.66,10/1/2024 1:40
24.63,6.7,10/1/2024 1:40
24.63,6.66,10/1/2024 1:41
24.63,6.67,10/1/2024 1:42
24.63,6.68,10/1/2024 1:43
24.63,6.68,10/1/2024 1:44
24.56,6.7,10/1/2024 1:45
24.63,6.7,10/1/2024 1:46
24.56,6.7,10/1/2024 1:47
24.63,6.66,10/1/2024 1:47
24.63,6.7,10/1/2024 1:48
24.56,6.68,10/1/2024 1:49
24.63,6.66,10/1/2024 1:50
24.63,6.71,10/1/2024 1:51
24.63,6.68,10/1/2024 1:52
24.56,6.7,10/1/2024 1:53
24.56,6.7,10/1/2024 1:54
24.56,6.7,10/1/2024 1:54
24.56,6.68,10/1/2024 1:55
24.63,6.68,10/1/2024 1:56
24.56,6.7,10/1/2024 1:57
24.5,6.68,10/1/2024 1:58
24.56,6.68,10/1/2024 1:59
24.56,6.7,10/1/2024 2:00
24.56,6.66,10/1/2024 2:01
24.56,6.68,10/1/2024 2:02
24.56,6.67,10/1/2024 2:02
24.56,6.68,10/1/2024 2:03
24.63,6.68,10/1/2024 2:04
24.56,6.7,10/1/2024 2:05
24.56,6.7,10/1/2024 2:06
24.63,6.66,10/1/2024 2:07
24.56,6.68,10/1/2024 2:08
24.56,6.68,10/1/2024 2:09
24.56,6.7,10/1/2024 2:09
24.56,6.7,10/1/2024 2:10
24.56,6.7,10/1/2024 2:11
24.5,6.67,10/1/2024 2:12
24.56,6.68,10/1/2024 2:13
24.56,6.68,10/1/2024 2:14
24.56,6.7,10/1/2024 2:15
24.56,6.7,10/1/2024 2:16
24.56,6.66,10/1/2024 2:16
24.5,6.7,10/1/2024 2:17
24.56,6.68,10/1/2024 2:18
24.5,6.68,10/1/2024 2:19
24.56,6.66,10/1/2024 2:20
24.56,6.68,10/1/2024 2:21
24.56,6.68,10/1/2024 2:22
24.5,6.66,10/1/2024 2:23
24.56,6.66,10/1/2024 2:23
24.56,6.66,10/1/2024 2:24
24.56,6.7,10/1/2024 2:25
24.56,6.66,10/1/2024 2:26
24.5,6.66,10/1/2024 2:27
24.5,6.68,10/1/2024 2:28
24.5,6.68,10/1/2024 2:29
24.5,6.66,10/1/2024 2:30
24.5,6.7,10/1/2024 2:30
24.5,6.68,10/1/2024 2:31
24.5,6.7,10/1/2024 2:32
24.5,6.68,10/1/2024 2:33
24.5,6.66,10/1/2024 2:34
24.5,6.66,10/1/2024 2:35
24.5,6.68,10/1/2024 2:36
24.5,6.66,10/1/2024 2:37
24.5,6.66,10/1/2024 2:37
24.44,6.68,10/1/2024 2:38
24.5,6.66,10/1/2024 2:39
24.5,6.68,10/1/2024 2:40
24.5,6.68,10/1/2024 2:41
24.5,6.66,10/1/2024 2:42
24.5,6.68,10/1/2024 2:43
24.5,6.68,10/1/2024 2:44
24.5,6.68,10/1/2024 2:44
24.5,6.66,10/1/2024 2:45
24.5,6.7,10/1/2024 2:46
24.5,6.7,10/1/2024 2:47
24.5,6.7,10/1/2024 2:48
24.5,6.67,10/1/2024 2:49
24.44,6.68,10/1/2024 2:50
24.5,6.68,10/1/2024 2:51
24.5,6.67,10/1/2024 2:51
24.44,6.68,10/1/2024 2:52
24.44,6.68,10/1/2024 2:53
24.5,6.66,10/1/2024 2:54
24.44,6.7,10/1/2024 2:55
24.44,6.66,10/1/2024 2:56
24.44,6.68,10/1/2024 2:57
24.44,6.68,10/1/2024 2:58
24.44,6.7,10/1/2024 2:58
24.44,6.66,10/1/2024 2:59
24.44,6.67,10/1/2024 3:00
24.38,6.66,10/1/2024 3:01
24.44,6.66,10/1/2024 3:02
24.44,6.66,10/1/2024 3:03
24.44,6.68,10/1/2024 3:04
24.44,6.7,10/1/2024 3:05
24.44,6.7,10/1/2024 3:05
24.44,6.66,10/1/2024 3:06
24.38,6.68,10/1/2024 3:07
24.44,6.66,10/1/2024 3:08
24.38,6.68,10/1/2024 3:09
24.38,6.66,10/1/2024 3:10
24.38,6.66,10/1/2024 3:11
24.38,6.68,10/1/2024 3:12
24.38,6.66,10/1/2024 3:13
24.38,6.68,10/1/2024 3:13
24.38,6.66,10/1/2024 3:14
24.38,6.6,10/1/2024 3:15
24.38,6.68,10/1/2024 3:16
24.38,6.66,10/1/2024 3:17
24.38,6.68,10/1/2024 3:18
24.38,6.68,10/1/2024 3:19
24.38,6.66,10/1/2024 3:20
24.38,6.66,10/1/2024 3:20
24.38,6.66,10/1/2024 3:21
24.38,6.66,10/1/2024 3:22
24.31,6.68,10/1/2024 3:23
24.38,6.66,10/1/2024 3:24
24.38,6.66,10/1/2024 3:25
24.38,6.66,10/1/2024 3:26
24.38,6.68,10/1/2024 3:27
24.38,6.66,10/1/2024 3:27
24.38,6.66,10/1/2024 3:28
24.38,6.66,10/1/2024 3:29
24.38,6.67,10/1/2024 3:30
24.38,6.68,10/1/2024 3:31
24.38,6.68,10/1/2024 3:32
24.38,6.68,10/1/2024 3:33
24.38,6.68,10/1/2024 3:34
24.31,6.68,10/1/2024 3:34
24.38,6.68,10/1/2024 3:35
24.38,6.66,10/1/2024 3:36
24.31,6.66,10/1/2024 3:37
24.38,6.66,10/1/2024 3:38
24.38,6.66,10/1/2024 3:39
24.38,6.66,10/1/2024 3:40
24.38,6.67,10/1/2024 3:41
24.38,6.68,10/1/2024 3:41
24.38,6.66,10/1/2024 3:42
24.38,6.66,10/1/2024 3:43
24.38,6.66,10/1/2024 3:44
24.38,6.67,10/1/2024 3:45
24.38,6.67,10/1/2024 3:46
24.31,6.67,10/1/2024 3:47
24.31,6.66,10/1/2024 3:48
24.31,6.66,10/1/2024 3:48
24.38,6.66,10/1/2024 3:49
24.38,6.68,10/1/2024 3:50
24.31,6.68,10/1/2024 3:51
24.38,6.68,10/1/2024 3:52
24.31,6.65,10/1/2024 3:53
24.31,6.68,10/1/2024 3:54
24.31,6.66,10/1/2024 3:55
24.31,6.66,10/1/2024 3:55
24.31,6.66,10/1/2024 3:56
24.31,6.7,10/1/2024 3:57
24.31,6.66,10/1/2024 3:58
24.31,6.66,10/1/2024 3:59
24.31,6.66,10/1/2024 4:00
24.25,6.66,10/1/2024 4:01
24.31,6.66,10/1/2024 4:02
24.31,6.66,10/1/2024 4:02
24.31,6.66,10/1/2024 4:03
24.31,6.66,10/1/2024 4:04
24.31,6.68,10/1/2024 4:05
24.31,6.7,10/1/2024 4:06
24.31,6.66,10/1/2024 4:07
24.25,6.68,10/1/2024 4:08
24.31,6.65,10/1/2024 4:09
24.31,6.66,10/1/2024 4:09
24.38,6.66,10/1/2024 4:10
24.31,6.68,10/1/2024 4:11
24.31,6.66,10/1/2024 4:12
24.31,6.66,10/1/2024 4:13
24.31,6.68,10/1/2024 4:14
24.31,6.66,10/1/2024 4:15
24.31,6.68,10/1/2024 4:16
24.25,6.66,10/1/2024 4:16
24.31,6.66,10/1/2024 4:17
24.31,6.66,10/1/2024 4:18
24.31,6.66,10/1/2024 4:19
24.25,6.66,10/1/2024 4:20
24.31,6.68,10/1/2024 4:21
24.31,6.65,10/1/2024 4:22
24.31,6.66,10/1/2024 4:23
24.31,6.66,10/1/2024 4:23
24.25,6.66,10/1/2024 4:24
24.31,6.65,10/1/2024 4:25
24.31,6.66,10/1/2024 4:26
24.31,6.7,10/1/2024 4:27
24.31,6.67,10/1/2024 4:28
